window_id,type,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
0,CASH_OUT,262,2914653.69,2914653.69,0.0,558015.85,3472669.53,1
0,CASH_OUT,687,358562.44,103394.0,0.0,425940.74,784503.18,0
0,TRANSFER,189,163463.69,25798.0,0.0,0.0,163463.69,0
0,CASH_OUT,283,843174.04,843174.04,0.0,2972319.22,3815493.26,1
0,PAYMENT,393,9055.92,3068.0,0.0,0.0,0.0,0
0,CASH_IN,18,279650.64,421.0,280071.64,235820.46,0.0,0
0,CASH_IN,215,32317.57,3226132.17,3258449.74,4556998.53,4524680.96,0
0,CASH_OUT,156,196054.12,0.0,0.0,389926.93,585981.05,0
0,CASH_OUT,46,34405.42,0.0,0.0,205905.88,240311.3,0
0,CASH_IN,298,60447.08,10764780.99,10825228.07,68217.11,7770.02,0
0,CASH_IN,326,297126.29,29133.0,326259.29,239425.35,0.0,0
0,TRANSFER,212,220228.61,9932.0,0.0,0.0,220228.61,0
0,CASH_OUT,306,132463.89,0.0,0.0,4133603.08,4266066.97,0
0,PAYMENT,133,9464.09,40323.39,30859.3,0.0,0.0,0
0,CASH_OUT,156,102096.92,82949.0,0.0,311993.05,414089.97,0
0,TRANSFER,715,257342.12,7009.0,0.0,9186168.73,9443510.85,0
0,PAYMENT,214,89557.18,46363.94,0.0,0.0,0.0,0
0,TRANSFER,385,627088.33,627088.33,0.0,0.0,0.0,1
0,CASH_OUT,45,73306.57,127683.0,54376.43,0.0,73306.57,0
0,PAYMENT,358,35713.45,11094.0,0.0,0.0,0.0,0
0,CASH_IN,37,127661.22,6050606.37,6178267.59,443099.7,315438.48,0
0,CASH_IN,397,483628.18,212433.0,696061.18,2914535.48,2430907.3,0
0,PAYMENT,158,1097.81,0.0,0.0,0.0,0.0,0
0,CASH_IN,15,165093.2,3172013.72,3337106.92,2994959.93,2829866.73,0
0,TRANSFER,16,474087.31,0.0,0.0,921013.38,1395100.69,0
0,CASH_OUT,306,130195.5,114457.0,0.0,0.0,130195.5,0
0,CASH_OUT,256,501080.0,6233.0,0.0,1316720.23,1817800.23,0
0,PAYMENT,284,17971.22,20023.0,2051.78,0.0,0.0,0
0,TRANSFER,163,188231.11,0.0,0.0,5770169.23,5958400.34,0
0,CASH_OUT,164,66868.4,0.0,0.0,124969.32,191837.71,0
0,CASH_OUT,228,247855.61,21439.0,0.0,0.0,247855.61,0
0,CASH_OUT,157,262869.28,0.0,0.0,518668.1,781537.38,0
0,TRANSFER,103,639468.22,639468.22,0.0,0.0,0.0,1
